name,tuition,grades,address,religion,state,scraped_at
Wake Christian Academy,11425.0,K-12,"5500 Wake Academy Drive
Raleigh, NC 27603
(919) 772-6264",Christian,North Carolina,2025-02-13T17:26:54.375247
Caldwell Academy,11472.0,PK-12,"2900 Horse Pen Creek Rd
Greensboro, NC 27410
(336) 665-1161",Christian,North Carolina,2025-02-13T17:26:54.375247
Carmel Christian School,11500.0,K-12,"1145 Pineville Matthews Rd
Matthews, NC 28105
(704) 849-9723",Baptist,North Carolina,2025-02-13T17:26:54.375247
St. Pius X Catholic School,11508.0,PK-8,"2200 N Elm St
Greensboro, NC 27408
(336) 273-9865",Catholic,North Carolina,2025-02-13T17:26:54.376248
Hill School Of Wilmington,11510.0,1-8,"3333 Jaeckle Drive, Suite 140
Wilmington, NC 28403
(910) 685-3734",,North Carolina,2025-02-13T17:26:54.376248
Oak City Academy,11527.0,PK-8,"1100 Benson Rd
Garner, NC 27529
(919) 815-7742",Christian,North Carolina,2025-02-13T17:26:54.376248
St. Michael The Archangel School,11787.0,PK-8,"810 High House Rd
Cary, NC 27513
(919) 468-6150",Catholic,North Carolina,2025-02-13T17:26:54.376248
Odyssey Community School,11900.0,PK-12,"90 Zillicoa Street
Asheville, NC 28801
(828) 259-3653",,North Carolina,2025-02-13T17:26:54.376248
The Epiphany School Of Global Studies,11905.0,K-12,"2301 Trent Road
New Bern, NC 28562
(252) 638-0122",Christian,North Carolina,2025-02-13T17:26:54.376248
Heron Pond Montessori School,12000.0,NS-12,"3910 Poor Ridge Rd
Kitty Hawk, NC 27949
(252) 262-7891",,North Carolina,2025-02-13T17:26:54.376248
Mount Pisqah Academy,12020.0,9-12,"75 Academy Dr
Candler, NC 28715
(828) 667-2535",Seventh Day Adventist,North Carolina,2025-02-13T17:26:54.376248
Hickory Grove Christian School,12250.0,PK-12,"7200 E. WT Harris Blvd
Charlotte, NC 28215
(704) 531-4008",Baptist,North Carolina,2025-02-13T17:26:54.377248
Trinity Academy,12351.0,PK-12,"10224 Baileywick Rd
Raleigh, NC 27613
(919) 786-0114",Christian,North Carolina,2025-02-13T17:26:54.377248
The Nest Academy,12500.0,K-12,"6824 Democracy Drive
Charlotte, NC 28212
(704) 493-7043",Christian,North Carolina,2025-02-13T17:26:54.377248
St. Thomas More Catholic School,13000.0,PK-8,"920 Carmichael St
Chapel Hill, NC 27514
(919) 942-6242",Catholic,North Carolina,2025-02-13T17:26:54.377248
Calvary Christian Academy,13500.0,K-8,"5801 Pineville-Matthews Road
Charlotte, NC 28226
(704) 945-3113",Christian,North Carolina,2025-02-13T17:26:54.377749
Chesterbrook Academy Elementary School,14316.0,PK-5,"10200 Strickland Road
Raleigh, NC 27615
(919) 847-3120",,North Carolina,2025-02-13T17:26:54.377749
Calvary Day School,14424.0,PK-12,"134 S. Peace Haven Road
Winston Salem, NC 27104
(336) 765-5546",Baptist,North Carolina,2025-02-13T17:26:54.377749
The Burlington School,14750.0,PK-12,"1615 Greenwood Terrace
Burlington, NC 27215
(336) 228-0296",,North Carolina,2025-02-13T17:26:54.377749
Hanger Hall School,14800.0,6-8,"64 W T Weaver Boulevard
Asheville, NC 28804
(828) 258-3600",,North Carolina,2025-02-13T17:26:54.377749
Wesleyan Christian Academy,15000.0,NS-12,"1917 N Centennial Street
High Point, NC 27262
(336) 883-3333",Christian,North Carolina,2025-02-13T17:26:54.377749
Palisades Episcopal School,15675.0,PK-8,"13120 Grand Palisades Pkwy
Charlotte, NC 28278
(704) 583-1825",Episcopal,North Carolina,2025-02-13T17:26:54.377749
Camelot Academy,15850.0,K-12,"809 Proctor St
Durham, NC 27707
(919) 688-3040",,North Carolina,2025-02-13T17:26:54.377749
The Piedmont School,16040.0,K-12,"815 Old Mill Road
High Point, NC 27265
(336) 883-0992",,North Carolina,2025-02-13T17:26:54.377749
Trinity Preparatory School,16050.0,7-12,"7516 East Independence Blvd Suite 100
Charlotte, NC 28227
(704) 569-1900",Christian,North Carolina,2025-02-13T17:26:54.378750
Chesterbrook Academy Elementary School,16806.0,PK-8,"130 Towne Village Dr
Cary, NC 27513
(919) 319-9622",,North Carolina,2025-02-13T17:26:54.378750
JLSA,16900.0,K-12,"1434 Farrington Road
Apex, NC 27523
(919) 387-9440",,North Carolina,2025-02-13T17:26:54.378750
Friends School Of Wilmington,16975.0,PK-8,"5814 Camellia Lane
Wilmington, NC 28409
(910) 792-1811",Friends,North Carolina,2025-02-13T17:26:54.378750
International Montessori School,17110.0,PK-6,"3001 Academy Rd Ste 300
Durham, NC 27707
(919) 401-4343",,North Carolina,2025-02-13T17:26:54.378750
Charlotte Christian School,17200.0,K-12,"7301 Sardis Rd
Charlotte, NC 28270
(704) 366-5657",Christian,North Carolina,2025-02-13T17:26:54.378750
Charlotte Country Day School,17265.0,PK-12,"1440 Carmel Road
Charlotte, NC 28226
(704) 943-4530",,North Carolina,2025-02-13T17:26:54.378750
Trinity Episcopal School,17752.0,K-8,"750 E 9th Street
Charlotte, NC 28202
(704) 358-8101",Episcopal,North Carolina,2025-02-13T17:26:54.379750
Insight Colearning Center,18000.0,9-12,"2020 Chapel Hill Rd.
Durham, NC 27707
(984) 888-0578",,North Carolina,2025-02-13T17:26:54.379750
Charlotte Preparatory School,19100.0,PK-8,"212 Boyce Rd
Charlotte, NC 28211
(704) 366-5994",,North Carolina,2025-02-13T17:26:54.379750
Fayetteville Academy,19470.0,PK-12,"3200 Cliffdale Rd
Fayetteville, NC 28303
(910) 868-5131",,North Carolina,2025-02-13T17:26:54.379750
Lerner Jewish Community Day School,19600.0,NS-5,"1935 W Cornwallis Rd
Durham, NC 27705
(919) 286-5517",Jewish,North Carolina,2025-02-13T17:26:54.379750
Covenant Day School,19875.0,PK-12,"800 Fullwood Ln
Matthews, NC 28105
(704) 847-2385",Presbyterian,North Carolina,2025-02-13T17:26:54.379750
Canterbury School,19898.0,NS-8,"5400 Old Lake Jeanette Road
Greensboro, NC 27455
(336) 288-2007",Episcopal,North Carolina,2025-02-13T17:26:54.379750
Cary Academy,20500.0,6-12,"1500 N Harrison Avenue
Cary, NC 27513
(919) 677-3873",,North Carolina,2025-02-13T17:26:54.379750
Providence Day School,20500.0,PK-12,"5800 Sardis Road
Charlotte, NC 28270
(704) 887-6000",,North Carolina,2025-02-13T17:26:54.380750
Epiphany School Of Charlotte,20675.0,4-9,"1000 E Morehead Street
Charlotte, NC 28204
(704) 496-9942",,North Carolina,2025-02-13T17:26:54.380750
Woodlawn School,20825.0,K-12,"135 Woodlawn School Loop
Mooresville, NC 28115
(704) 895-8653",,North Carolina,2025-02-13T17:26:54.380750
The O'Neal School,20990.0,PK-12,"3300 Airport Road
Southern Pines, NC 28387
(910) 692-6920",,North Carolina,2025-02-13T17:26:54.380750
Davidson Day School,21090.0,PK-12,"750 Jetton Street
Davidson, NC 28036
(704) 237-5272",,North Carolina,2025-02-13T17:26:54.380750
Cape Fear Academy,21125.0,NS-12,"3900 S College Road
Wilmington, NC 28412
(910) 791-0287",,North Carolina,2025-02-13T17:26:54.380750
The Fletcher Academy,21194.0,2-12,"400 Cedarview Court
Raleigh, NC 27609
(919) 782-5082",,North Carolina,2025-02-13T17:26:54.380750
Philips Academy,21700.0,6-12,"3115 Providence Rd
Charlotte, NC 28211
(704) 365-4533",,North Carolina,2025-02-13T17:26:54.380750
The Montessori School Of Raleigh,21870.0,NS-12,"7005 Lead Mine Road
Raleigh, NC 27615
(919) 848-1545",,North Carolina,2025-02-13T17:26:54.381750
French Broad River Academy,21950.0,6-8,"1990 Riverside Drive
Asheville, NC 28804
(828) 348-4320",,North Carolina,2025-02-13T17:26:54.381750
Trinity School of Durham & Chapel Hill,22240.0,PK-12,"4011 Pickett Road
Durham, NC 27705
(919) 402-8262",Christian,North Carolina,2025-02-13T17:26:54.381750
Greensboro Montessori School,22304.0,NS-9,"2856 Horse Pen Creek Rd
Greensboro, NC 27410
(336) 668-0119",,North Carolina,2025-02-13T17:26:54.381750
Brookstone Schools,22320.0,PK-8,"301 S. Davidson St.
Charlotte, NC 28202
(704) 392-6330",Christian,North Carolina,2025-02-13T17:26:54.381750
Ambassador Christian School,22750.0,9-11,"2520 Ambassador Christian Way
Huntersville, NC 28078
(704) 850-5466",Christian,North Carolina,2025-02-13T17:26:54.381750
Hill Learning Center,24990.0,1-12,"3200 Pickett Road
Durham, NC 27705
(919) 489-7464",,North Carolina,2025-02-13T17:26:54.381750
Carolina Collaborative Prep,25000.0,2-12,"5007 Providence Rd
Charlotte, NC 28226
(704) 621-8482",,North Carolina,2025-02-13T17:26:54.382787
The Fletcher School,25600.0,1-12,"8500 Sardis Rd
Charlotte, NC 28270
(704) 365-4658",,North Carolina,2025-02-13T17:26:54.382787
Summit School Inc,25825.0,NS-9,"2100 Reynolda Rd
Winston Salem, NC 27106
(336) 722-2777",,North Carolina,2025-02-13T17:26:54.382787
Hope Creek Academy,26000.0,K-12,"4723 Erwin Rd
Durham, NC 27705
(919) 932-0360",,North Carolina,2025-02-13T17:26:54.382787
Noble Academy,26000.0,2-12,"3310 Horse Pen Creek Road
Greensboro, NC 27410
(336) 282-7044",,North Carolina,2025-02-13T17:26:54.382787
Ignite Achievement Academy,26500.0,K-12,"6203 Carmel Rd
Charlotte, NC 28226
(704) 542-6471",,North Carolina,2025-02-13T17:26:54.382787
Carolina Day School,26950.0,PK-12,"1345 Hendersonville Rd
Asheville, NC 28803
(828) 407-4442",,North Carolina,2025-02-13T17:26:54.382787
The John Crosland School,27000.0,K-12,"5146 Parkway Plaza Boulevard
Charlotte, NC 28217
(704) 365-5490",,North Carolina,2025-02-13T17:26:54.382787
Greensboro Day School,27970.0,NS-12,"5041 Lawndale Drive
Greensboro, NC 27455
(336) 288-8590",,North Carolina,2025-02-13T17:26:54.382787
Salem Academy,28300.0,9-12,"601 South Church Street
Winston Salem, NC 27101
(336) 721-2643",,North Carolina,2025-02-13T17:26:54.382787
Christ School,31295.0,8-12,"500 Christ School Rd
Arden, NC 28704
(828) 684-6232",Episcopal,North Carolina,2025-02-13T17:26:54.382787
Saint Mary's School,31600.0,9-12,"900 Hillsborough Street
Raleigh, NC 27603
(919) 424-4100",Episcopal,North Carolina,2025-02-13T17:26:54.384292
Arthur Morgan School,32113.0,7-9,"60 AMS Circle
Burnsville, NC 28714
(828) 675-6360",Friends,North Carolina,2025-02-13T17:26:54.384292
The Outdoor Academy,33100.0,10-11,"43 Hart Rd
Pisgah Forest, NC 28768
(828) 877-4349",,North Carolina,2025-02-13T17:26:54.384292
Oak Ridge Military Academy,34600.0,7-12,"2317 Oak Ridge Rd.
Oak Ridge, NC 27310
(336) 515-8040",,North Carolina,2025-02-13T17:26:54.384292
The Academy At Soar,73575.0,7-12,"112 Virginia Avenue
Waynesville, NC 28786
(828) 456-3435",,North Carolina,2025-02-13T17:26:54.384796
Asheville School,74450.0,9-12,"360 Asheville School Road
Asheville, NC 28806
(828) 254-6345",,North Carolina,2025-02-13T17:26:54.384796
St. John's Academy,2100,PK-7,"215 5th St Se
Jamestown, ND 58401
(701) 252-3397",Catholic,North Dakota,2025-02-13T17:26:55.968900
St. Michael's School,2650,PK-5,"504 5th Ave N
Grand Forks, ND 58203
(701) 772-1822",Catholic,North Dakota,2025-02-13T17:26:55.968900
Holy Family St. Marys School,2900,PK-5,"1001 17th Ave S
Grand Forks, ND 58201
(701) 775-9886",Catholic,North Dakota,2025-02-13T17:26:55.968900
Johnson Corners Christian Academy,3400,K-11,"11008 Highway 23
Watford City, ND 58854
(701) 675-2359",,North Dakota,2025-02-13T17:26:55.968900
St. Joseph Catholic Montessori School,5000,PK-12,"410 Collins Ave
Mandan, ND 58554
(701) 663-9563",Catholic,North Dakota,2025-02-13T17:26:55.968900
The Innovation School,9000,PK-8,"1617 Michigan Avenue
Bismarck, ND 58504
(701) 354-1100",,North Dakota,2025-02-13T17:26:55.969917
Dakota Adventist Academy,17950,9-12,"15905 Sheyenne Cir
Bismarck, ND 58503
(701) 258-9000",Seventh Day Adventist,North Dakota,2025-02-13T17:26:55.969917
Lutheran High School East,1089.0,9-12,"3565 Mayfield Rd
Cleveland, OH 44118
(216) 382-6100",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:26:58.300328
Smoky Row Childrens Center,1144.0,K,"8615 Smoky Row Road
Powell, OH 43065
(614) 766-2122",,Ohio,2025-02-13T17:26:58.300328
Pilgrim Christian School,1215.0,PK-12,"2100 W Breese Rd
Lima, OH 45806
(419) 230-8935",,Ohio,2025-02-13T17:26:58.300328
Villa Maria Teresa,1300.0,PK-K,"50 Warner Road
Hubbard, OH 44425
(330) 759-9329",Catholic,Ohio,2025-02-13T17:26:58.300328
St. Benedict Elementary School,1410.0,PK-8,"220 N 7th St
Cambridge, OH 43725
(740) 432-6751",Catholic,Ohio,2025-02-13T17:26:58.300328
Park Montessori,1600.0,PK-K,"3317 Creek Rd.
Cincinnati, OH 45241
(513) 563-7286",,Ohio,2025-02-13T17:26:58.300328
Rush Christian School,1650.0,K-6,"4617 Watson Creek Rd Se
Uhrichsville, OH 44683
(740) 254-9091",Church of the Nazarene,Ohio,2025-02-13T17:26:58.300328
Notre Dame,2000.0,PK-6,"1401 Gallia St
Portsmouth, OH 45662
(740) 353-2354",Catholic,Ohio,2025-02-13T17:26:58.301383
St. Mary School,2000.0,PK-6,"314 South Locust Street
Edgerton, OH 43517
(419) 298-2531",Catholic,Ohio,2025-02-13T17:26:58.301383
Liberty Christian School,2125.0,PK-12,"801 Bellefontaine Avenue
Lima, OH 45801
(419) 229-6266",Christian,Ohio,2025-02-13T17:26:58.301383
St. Paul Lutheran School,2175.0,NS,"7960 State Route 38
Milford Center, OH 43045
(937) 349-5939",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:26:58.301383
Logan Christian School,2200.0,K-6,"650 Walhonding Ave
Logan, OH 43138
(740) 385-5360",Church of the Nazarene,Ohio,2025-02-13T17:26:58.301383
St. Mary's Central School,2425.0,PK-8,"226 West Main Street
Saint Clairsville, OH 43950
(304) 695-3189",Catholic,Ohio,2025-02-13T17:26:58.301383
St. Gerard,2450.0,PK-8,"1311 N Main St
Lima, OH 45801
(419) 222-0431",Catholic,Ohio,2025-02-13T17:26:58.301383
Germantown Christian School,2500.0,K-12,"9440 Eby Rd
Germantown, OH 45327
(937) 855-7334",Pentecostal,Ohio,2025-02-13T17:26:58.301383
St. Patrick School,2550.0,K-8,"420 E Water St
Troy, OH 45373
(937) 339-3705",Catholic,Ohio,2025-02-13T17:26:58.302379
St. Ambrose School,2565.0,PK-8,"923 Pearl Road
Brunswick, OH 44212
(330) 460-7301",Catholic,Ohio,2025-02-13T17:26:58.302379
Guiding Shepherd Christian School,2600.0,K-12,"220 S Main St
New Carlisle, OH 45344
(937) 845-3292",Christian,Ohio,2025-02-13T17:26:58.302379
The Academy Of St. Bartholomew,2625.0,PK-8,"14875 Bagley Rd
Cleveland, OH 44130
(440) 845-6660",Catholic,Ohio,2025-02-13T17:26:58.302379
St. Dominic School,2625.0,PK-8,"371 Pedretti Ave
Cincinnati, OH 45238
(513) 251-1276",Catholic,Ohio,2025-02-13T17:26:58.302379
Good Shepherd Christian Academy,2700.0,1-8,"8700  Edison St Ne
Louisville, OH 44641
(330) 935-0132",Christian,Ohio,2025-02-13T17:26:58.302880
St. Charles School,2750.0,K-8,"7107 Wilber Ave
Cleveland, OH 44129
(440) 886-5546",Catholic,Ohio,2025-02-13T17:26:58.302880
Ottawa County Christian Academy,2800.0,K-12,"325 S. Toussaint-portage Rd.
Oak Harbor, OH 43449
(419) 898-3888",Baptist,Ohio,2025-02-13T17:26:58.302880
St. Joseph Parish School,2800.0,K-8,"32929 Lake Rd
Avon Lake, OH 44012
(440) 933-6233",Catholic,Ohio,2025-02-13T17:26:58.302880
St. Patrick School,2850.0,K-8,"226 Elm St
London, OH 43140
(740) 852-0161",Catholic,Ohio,2025-02-13T17:26:58.302880
St. Joseph School,2880.0,PK-8,"5411 Main St
Sylvania, OH 43560
(419) 882-6670",Catholic,Ohio,2025-02-13T17:26:58.302880
St. Luke Catholic Elementary School,2950.0,PK-8,"1442 N Fairfield Rd
Dayton, OH 45432
(937) 426-1733",Catholic,Ohio,2025-02-13T17:26:58.302880
Sacred Heart Of Jesus School,2990.0,PK-8,"110 Humbolt Ave
Wadsworth, OH 44281
(330) 334-6272",Catholic,Ohio,2025-02-13T17:26:58.302880
Carroll County Christian Academy,3000.0,PK-12,"1211 Lincoln Ave
Carrollton, OH 44615
(330) 627-5124",Baptist,Ohio,2025-02-13T17:26:58.302880
Hillsboro Christian Academy,3000.0,PK-12,"8230 Us Route 50
Hillsboro, OH 45133
(937) 393-8422",Christian,Ohio,2025-02-13T17:26:58.302880
Minerva Area Christian School,3000.0,NS-8,"300 W Lincolnway
Minerva, OH 44657
(330) 868-5728",Christian,Ohio,2025-02-13T17:26:58.302880
Pike Christian Academy,3150.0,PK-12,"400 Clough Street
Waverly, OH 45690
(740) 947-5700",Christian,Ohio,2025-02-13T17:26:58.302880
Solomon Lutheran School,3150.0,PK-5,"305 W Main St
Woodville, OH 43469
(419) 849-3600","Evangelical Lutheran Church in America (formerly AELC, ALC, or LCA",Ohio,2025-02-13T17:26:58.302880
St. Angela Merici Elementary School,3175.0,PK-8,"20830 Lorain Road
Cleveland, OH 44126
(440) 333-2126",Catholic,Ohio,2025-02-13T17:26:58.304383
St. Aloysius On The Ohio School,3179.0,PK-8,"6207 Portage Street
Cincinnati, OH 45233
(513) 941-7831",Catholic,Ohio,2025-02-13T17:26:58.304383
,,,,,Ohio,2025-02-13T17:26:58.304383
St. Ann Catholic School,3261.0,PK-8,"3064 Pleasant Ave
Hamilton, OH 45015
(513) 863-0604",Catholic,Ohio,2025-02-13T17:26:59.388573
Islamic School Of Greater Toledo,3300.0,PK-3,"25877 Scheider Rd
Perrysburg, OH 43551
(419) 874-8820",Islamic,Ohio,2025-02-13T17:26:59.388573
Victory Christian School,3325.0,K-12,"960 Childrens Home Road
Urbana, OH 43078
(937) 652-1133",Baptist,Ohio,2025-02-13T17:26:59.388573
Massillon Christian School,3333.0,K-12,"965 Overlook Ave SW
Massillon, OH 44647
(330) 833-1039",Baptist,Ohio,2025-02-13T17:26:59.388573
Toledo Junior Academy,3350.0,K-8,"4909 W Sylvania Avenue
Toledo, OH 43623
(419) 841-0082",Seventh Day Adventist,Ohio,2025-02-13T17:26:59.388573
St. Andrew-st Elizabeth Ann Seton Catholic School,3380.0,PK-8,"5900 Buckwheat Road
Milford, OH 45150
(513) 575-0093",Catholic,Ohio,2025-02-13T17:26:59.389575
St. Charles Catholic School,3380.0,NS-8,"2175 W Elm St
Lima, OH 45805
(419) 222-2536",Catholic,Ohio,2025-02-13T17:26:59.389575
St. Joan Of Arc Elementary School,3450.0,K-8,"5950 Heatherdowns Blvd
Toledo, OH 43614
(419) 866-6177",Catholic,Ohio,2025-02-13T17:26:59.389575
Licking County Christian Academy,3500.0,K-12,"81 Licking View Dr
Heath, OH 43056
(317) 910-8909",Baptist,Ohio,2025-02-13T17:26:59.389575
St. John The Baptist School,3500.0,PK-8,"508 Park Ave
Harrison, OH 45030
(513) 367-6826",Catholic,Ohio,2025-02-13T17:26:59.389575
Trinity Christian Academy,3500.0,K-8,"250-B Benedict Ave.
Norwalk, OH 44857
(419) 668-2011",Christian,Ohio,2025-02-13T17:26:59.389575
St. Thomas More School,3695.0,PK-8,"788 Ohio Pike
Cincinnati, OH 45245
(513) 753-2540",Catholic,Ohio,2025-02-13T17:26:59.389575
St. John Nottingham Lutheran School,3700.0,K-8,"1027 E 176th St
Cleveland, OH 44119
(216) 531-8204",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:26:59.389575
St. Francis Xavier School,3725.0,PK-8,"612 E. Washington Street
Medina, OH 44256
(330) 725-3345",Catholic,Ohio,2025-02-13T17:26:59.389575
St. Louis School,3750.0,PK-8,"250 N Broadway St N Broadway,
Owensville, OH 45160
(513) 732-6036",Catholic,Ohio,2025-02-13T17:26:59.389575
St. Bridget Of Kildare School,3751.0,PK-8,"5620 Hauserman Rd
Cleveland, OH 44130
(440) 886-1468",Catholic,Ohio,2025-02-13T17:26:59.389575
Northside Christian Academy,3900.0,PK-8,"7615 Ridge Rd
Wadsworth, OH 44281
(330) 336-4622",Christian,Ohio,2025-02-13T17:26:59.390906
Christian Star Academy,3990.0,K-8,"7 E Sugar St
Mount Vernon, OH 43050
(740) 393-0251",Christian,Ohio,2025-02-13T17:26:59.390906
St. Gertrude School,3995.0,K-8,"6543 Miami Ave
Cincinnati, OH 45243
(513) 561-8020",Catholic,Ohio,2025-02-13T17:26:59.390906
Immaculate Heart Of Mary School,3996.0,NS-8,"7800 Beechmont Avenue
Cincinnati, OH 45255
(513) 388-4086",Catholic,Ohio,2025-02-13T17:26:59.390906
Christian Life Academy,4000.0,PK-12,"10595 Chillicothe Pike
Jackson, OH 45640
(740) 286-1234",Methodist,Ohio,2025-02-13T17:26:59.390906
Lima Christian Academy,4000.0,K-12,"3180 W Elm Street
Lima, OH 45805
(419) 991-5781",Christian,Ohio,2025-02-13T17:26:59.390906
St. Catharine Of Siena School,4000.0,K-8,"3324 Wunder Ave
Cincinnati, OH 45211
(513) 481-7683",Catholic,Ohio,2025-02-13T17:26:59.390906
Springfield Christian School,4007.0,PK-8,"311 W High St
Springfield, OH 45506
(937) 325-3113",Christian,Ohio,2025-02-13T17:26:59.390906
East Dayton Christian School,4050.0,K-12,"999 Spinning Road
Dayton, OH 45431
(937) 252-5400",Christian,Ohio,2025-02-13T17:26:59.390906
Temple-christian School,4100.0,PK-12,"752 North Stewart Rd
Mansfield, OH 44905
(419) 589-9707",Christian,Ohio,2025-02-13T17:26:59.391910
St. James The Greater School,4136.0,K-8,"6111 Cheviot Road
Cincinnati, OH 45247
(513) 741-5333",Catholic,Ohio,2025-02-13T17:26:59.391910
St. Rose Continuation School,4150.0,PK-8,"217 E. Front Street
Perrysburg, OH 43551
(419) 874-5631",Catholic,Ohio,2025-02-13T17:26:59.391910
Hillside Christian Academy,4200.0,K-12,"5554 Muddy Creek Rd
Cincinnati, OH 45238
(513) 451-3777",Baptist,Ohio,2025-02-13T17:26:59.392413
William V Fisher Catholic High School,4200.0,9-12,"1803 Granville Pike
Lancaster, OH 43130
(740) 654-1231",Catholic,Ohio,2025-02-13T17:26:59.392413
St. Helen Elementary School,4248.0,PK-8,"12060 Kinsman Rd
Newbury, OH 44065
(440) 564-7125",Catholic,Ohio,2025-02-13T17:26:59.392413
Christian Faith Academy,4250.0,PK-12,"4322 Park Avenue
Ashtabula, OH 44004
(440) 998-3887",,Ohio,2025-02-13T17:26:59.392413
Emmanuel Christian Academy,4250.0,PK-8,"1650 Diagonal Road
Akron, OH 44320
(330) 836-7182",Christian,Ohio,2025-02-13T17:26:59.392413
St. Francis School,4250.0,PK-8,"7206 Myron Avenue
Cleveland, OH 44103
(216) 361-4858",Catholic,Ohio,2025-02-13T17:26:59.392918
Bethel Christian Academy,4272.0,PK-8,"12901 W Pleasant Valley Rd
Cleveland, OH 44130
(440) 842-8575",Assembly of God,Ohio,2025-02-13T17:26:59.392918
Norwalk Catholic School,4280.0,K-12,"93 E Main Street
Norwalk, OH 44857
(419) 668-7223",Catholic,Ohio,2025-02-13T17:26:59.392918
St. Aloysius Catholic Elementary And Junior High School,4340.0,PK-8,"148 S Enterprise St
Bowling Green, OH 43402
(419) 352-8614",Catholic,Ohio,2025-02-13T17:26:59.392918
Ross County Christian Academy,4350.0,PK-12,"2215 Egypt Pike
Chillicothe, OH 45601
(740) 701-1226",,Ohio,2025-02-13T17:26:59.393441
Messiah Lutheran School,4370.0,PK-8,"4401 W 215th Street
Cleveland, OH 44126
(440) 331-6553","Evangelical Lutheran Church in America (formerly AELC, ALC, or LCA",Ohio,2025-02-13T17:26:59.393441
Our Lady Of Perpetual Help School,4450.0,K-8,"2255 Central Grove
Toledo, OH 43614
(419) 382-5696",Catholic,Ohio,2025-02-13T17:26:59.393441
St. Patrick Of Heatherdowns School,4450.0,PK-8,"4201 Heatherdowns Blvd
Toledo, OH 43614
(419) 381-1775",Catholic,Ohio,2025-02-13T17:26:59.393441
Holy Family Catholic School,4500.0,PK-8,"3001 Price Ave
Cincinnati, OH 45205
(513) 921-8483",Catholic,Ohio,2025-02-13T17:26:59.393441
St. Christine Elementary School,4500.0,PK-8,"3125 S Schenley Avenue
Youngstown, OH 44511
(330) 792-4544",Catholic,Ohio,2025-02-13T17:26:59.393441
Coshocton Christian School,4555.0,PK-12,"48245 STE B Genesis Dr.
Coshocton, OH 43812
(740) 622-5052",Christian,Ohio,2025-02-13T17:26:59.393441
Central College Christian Academy,4600.0,K-5,"975 S. Sunbury Road
Westerville, OH 43081
(614) 794-8146",Presbyterian,Ohio,2025-02-13T17:26:59.393441
Bethany Lutheran School,4650.0,PK-8,"6041 Ridge Road
Cleveland, OH 44129
(440) 884-1010",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:26:59.393441
Brice Christian Academy,4650.0,K-8,"3160 Brice Rd.
Brice, OH 43109
(614) 866-6789",Christian,Ohio,2025-02-13T17:26:59.394443
Columbus Adventist Academy,4650.0,K-8,"3650 Sunbury Rd # B
Columbus, OH 43219
(614) 471-2083",Seventh Day Adventist,Ohio,2025-02-13T17:26:59.394443
Corryville Catholic Elementary School,4650.0,PK-8,"108 Calhoun St
Cincinnati, OH 45219
(513) 281-4856",Catholic,Ohio,2025-02-13T17:26:59.394443
The Gloria S. Friend Christian Academy,4650.0,K-6,"428 E Main St
Columbus, OH 43215
(614) 221-1518",Baptist,Ohio,2025-02-13T17:26:59.394443
Holy Trinity Orthodox Christian Academy & Preschoo,4650.0,PK-6,"175 Laird Ave NE
Warren, OH 44483
(330) 399-7642",,Ohio,2025-02-13T17:26:59.394443
Redeemer Christian School,4650.0,PK-8,"2141 5th St
Cuyahoga Falls, OH 44221
(330) 923-1280",Christian,Ohio,2025-02-13T17:26:59.394443
St. Benedict The Moor Catholic School,4650.0,PK-8,"138 Gramont Ave
Dayton, OH 45417
(937) 268-6391",Catholic,Ohio,2025-02-13T17:26:59.394443
St. Richard School,4650.0,PK-7,"333 Brookside Dr
Swanton, OH 43558
(419) 826-5041",Catholic,Ohio,2025-02-13T17:26:59.394443
Wilmington Christian Academy,4650.0,K-12,"642 Davids Dr.
Wilmington, OH 45177
(937) 283-6683",,Ohio,2025-02-13T17:26:59.394443
St. Francis Seraph School,4700.0,K-8,"14 East Liberty Street
Cincinnati, OH 45202
(513) 721-7778",Catholic,Ohio,2025-02-13T17:26:59.394443
St. Thomas Aquinas School,4750.0,K-8,"9101 Superior Ave
Cleveland, OH 44106
(216) 421-4668",Catholic,Ohio,2025-02-13T17:26:59.395698
St. Bernadette Elementary School,4790.0,PK-8,"2300 Clague Rd
Westlake, OH 44145
(440) 734-7717",Catholic,Ohio,2025-02-13T17:26:59.395698
Our Lady Of Bethlehem School & Childcare,4800.0,PK-K,"4567 Olentangy River Rd
Columbus, OH 43214
(614) 459-8285",Catholic,Ohio,2025-02-13T17:26:59.395698
St. Anselm School,4800.0,PK-8,"13013 Chillicothe Road
Chesterland, OH 44026
(440) 729-7806",Catholic,Ohio,2025-02-13T17:26:59.395698
St. William School,4850.0,PK-8,"4125 Saint William Ave
Cincinnati, OH 45205
(513) 471-2989",Catholic,Ohio,2025-02-13T17:26:59.396202
Mother Teresa Catholic Elementary School,4860.0,K-8,"7197 Mother Teresa Lane
Middletown, OH 45044
(513) 779-6585",Catholic,Ohio,2025-02-13T17:26:59.396202
Ramah Christian Academy,4870.0,K-8,"4770 Lee Road
Cleveland, OH 44128
(440) 463-2825",Seventh Day Adventist,Ohio,2025-02-13T17:26:59.396202
